,SCN5A,CACNA1C,KCNH2,KCNQ1,KCNJ2,ATP1A1,SLC8A1,ATP2A2,RYR2,GJA1
HDAC1,-0.1891926815391366,0.06426830932745758,-0.052317333062318776,-0.03360732111293036,-0.017177991143817774,0.08097364238225416,-0.1882835004383487,-0.2052402317685014,-0.3341165495609341,-0.1459146379137267
HDAC2,-0.006193208447565857,-0.06680074695357853,-0.01567482432510483,-0.2870450355220457,-0.06626639469292828,0.41593837425535546,0.03087687086801609,-0.08619839863784583,-0.1681189273211518,0.2732950492677198
HDAC3,-0.06195216797133105,-0.0015547644067642832,-0.06836765431539218,-0.03954650053291026,0.21992034180742992,-0.03210440671958499,0.09813746991395661,-0.06309304656423506,-0.02361776603293845,0.1820412105483473
HDAC4,0.33468974654865175,0.5606038404509016,0.3823034343043414,0.5295392402623843,-0.021704153781040424,0.23044715419327036,0.3436057427466158,0.3529147494271154,0.2120316868268099,-0.16755431553577615
HDAC5,0.15752223273184268,0.47017290745749524,0.268339100417186,0.4722559011292641,-0.029140754894718675,0.08076003413282669,0.13375687823037818,0.1888431584721364,0.03924370016581279,-0.31093210797812315
HDAC6,0.00852458879338268,0.387685324886209,0.1678996734243524,0.4038570034598253,-0.024201922181405242,-0.02358711614012855,-0.029612482002759982,0.046177840462581055,-0.109757720848803,-0.3982076016266814
HDAC7,-0.4649188952973293,-0.025884006720188535,-0.13590897251398185,-0.143239062257459,-0.41662089180330664,0.09538268573373888,-0.7602795730875715,-0.49328763042501517,-0.8123049768567562,-0.6735309796043276
HDAC8,0.4074178700713302,0.5359663489933058,0.4822610321995317,0.30611322353999837,-0.4309815263733979,0.7546925857331718,0.21402226348926462,0.33951613917221596,0.018918271305709368,-0.1863049744083203
HDAC9,-0.007870240031543432,-0.2883120396974016,-0.2870160451988517,-0.21749467011372584,0.8810462230172998,-0.3996124218095887,0.5893233086181183,0.022090490993801264,0.4558817849378105,0.9603547844810667
HDAC10,-0.3228045419749902,0.12222957207530215,-0.0315595261819011,0.08880146908896966,-0.31881282205961214,-0.013704907773630625,-0.5719598254161722,-0.31560857578063667,-0.5850763347937575,-0.686181087888494
HDAC11,0.23669306972625506,0.3440833793189432,0.13528707112070826,0.5956686532640678,0.5793869394273932,-0.513880464745581,0.5577360373675058,0.35586976258879943,0.5803273536583645,0.11856710932687885
SIRT1,-0.2994919513346011,-0.5013244110337194,-0.4898364785622964,-0.5048674746850779,0.8156038155250019,-0.39574431173967667,0.2570419105474257,-0.29771069236808256,0.08027366721174228,0.8987649850921764
SIRT2,0.23726009223247496,0.285584042595119,0.1378572557921499,0.4379435007555765,0.4427858801806233,-0.2912513583763582,0.5024181916427978,0.3139271650435624,0.4786065765201058,0.17668099806972362
SIRT3,0.5159332612947227,0.34499303581535545,0.22333416989132232,0.5974523870027288,0.7665369658067166,-0.4257521814442337,0.9967648020606883,0.625810977009228,1.0,0.5678080772696172
SIRT4,0.3013234983556213,0.20226324106529442,0.06022198725071031,0.4367632613447669,0.8218631362439428,-0.5214987026319562,0.8100080632478215,0.40741830141157526,0.7833865086873196,0.5555078723505203
SIRT5,0.3806400303419151,0.1888869094303484,0.05573565532516263,0.48373480478803077,1.0,-0.6433780604450514,1.0,0.5070575375780413,0.9957330031430539,0.7321290165777279
SIRT6,-0.11621833976478858,0.41791628742234155,0.2860036008176552,0.18664590065384404,-0.8722659593127189,0.6188704409011136,-0.6671869894358933,-0.17994162420415635,-0.7641406249849982,-1.0
SIRT7,-0.25379559440911437,0.2272072737162457,0.11128674750171418,0.057717038570247355,-0.6836448041305841,0.37945825859224347,-0.7033011276062389,-0.299093450647909,-0.7629176138337137,-0.869684845503148
KAT2A,-0.6638086101067556,-0.4339759659142119,-0.5386447183720043,-0.31744323136987845,0.3616445391429502,-0.6658450301213912,-0.5088988460789221,-0.6116650641218014,-0.47956678279547205,-0.0907184635595344
KAT2B,0.5088172612839857,0.15592323982176898,0.17702467209395947,0.211487245693978,0.5905998442157058,-0.016543932718625615,0.9470043307913151,0.5318628137178035,0.8459289922942808,0.8282750908601395
HAT1,0.6662380579038247,0.6744279803726102,0.6828061532133118,0.41039370090964716,-0.5898047510341782,1.0,0.39722327255249,0.5783874253971787,0.21715485586797043,-0.15196145726229188
ATF2,-1.0,-1.0,-1.0,-1.0,0.8006121966200606,-0.7595056869176475,-0.5098677613667232,-1.0,-0.6438359027447694,0.6372683016217362
KAT5,0.820865843560862,0.9916919722106841,0.8551808036193391,0.8144772781123731,-0.4534947591713209,0.8776193808409172,0.6179736965941856,0.7848755068347241,0.42258745221534727,-0.2804415088880014
KAT6A,-0.3156257787573416,-0.3557133159503672,-0.3559147640866726,-0.4616340348484794,0.38617048915478164,-0.08909025921002743,-0.02759855668388106,-0.3490840625295544,-0.21705540462114548,0.49052748367858867
KAT6B,0.3164434802053093,0.25355944177243184,0.1573976656042616,0.2741986755715343,0.4607435990167456,-0.016621498042396477,0.6523905590558245,0.34315531262765975,0.500764565497012,0.4684095691098645
KAT7,0.6545738878421378,0.5052297170903344,0.4726811740919742,0.4341131348188809,0.12631430858256434,0.4269644686837385,0.8178988390041138,0.6414205546067534,0.6570177218087195,0.3924255558623633
EP300,0.4983697821863905,0.4660968003728193,0.41253605967416535,0.3234214663604077,-0.0015052015084525824,0.5137607393749551,0.5839932367533098,0.46293843808089313,0.3752952179717628,0.2458632157704283
CREBBP,-0.15834091849387763,-0.17299060985275894,-0.22603685495457917,-0.22371108589661712,0.46081057515903695,-0.13170521262944682,0.17054216492249835,-0.16435361922994102,-0.01078696378774997,0.47604861764839357
NCOA1,0.3709240572327019,0.4323035281579472,0.32246277761699976,0.3294651540326445,0.10498136429269675,0.34212676243146944,0.5035234649176453,0.35685409461606815,0.29357243628166635,0.1929805190321522
NCOA3,0.2698885449858526,0.30611960035885044,0.2619769115951672,0.17491369063790285,-0.08613343080721123,0.4010981190987592,0.2745664772302834,0.2346518960100529,0.11633688546328372,0.07404374182346629
TAF1,-0.34001847940859814,-0.36559081398091525,-0.40384865838321354,-0.41348843970684035,0.561147828544069,-0.26066115899119063,0.045996041578746406,-0.34766123579176694,-0.13884748885455603,0.5583500932889742
GTF3C1,0.6257885208445428,0.7901359347564767,0.7111645759504432,0.5480363426560243,-0.5824415932897281,0.9348432582669609,0.3445907020264506,0.5578168320460477,0.14798826887629468,-0.3230033134113526
